date,600010.SS,600050.SS,600157.SS,600537.SS,600777.SS,600795.SS,601288.SS,601398.SS,601899.SS,603993.SS,AAPL,AMZN,B3SA3.SA,BAC,BBAS3.SA,BBDC4.SA,BBVA.MC,CMCSA,CS.PA,DTE.DE,ELET3.SA,ENEL.MI,ENI.MI,F,GOOGL,IBE.MC,INGA.AS,INTC,ITUB4.SA,META,MGLU3.SA,MSFT,PETR3.SA,PETR4.SA,RENT3.SA,SAN.MC,STLA.MI,T,VALE3.SA,iSP.MI
2018-05-24,0.015992451459169388,0.043471988290548325,0.015992451459169388,0.035169847309589386,0.043471988290548325,0.015992451459169388,0.01918138936161995,0.032264724373817444,0.015992451459169388,0.026506735011935234,0.015992451459169388,0.01602308079600334,0.015992451459169388,0.043471988290548325,0.015992451459169388,0.015992451459169388,0.015992451459169388,0.015992451459169388,0.017280785366892815,0.03396262601017952,0.043471988290548325,0.024485377594828606,0.01730882003903389,0.017846450209617615,0.015992451459169388,0.026844827458262444,0.043471988290548325,0.01874346286058426,0.043471988290548325,0.015992451459169388,0.04110414907336235,0.015992451459169388,0.025518545880913734,0.018493082374334335,0.043471988290548325,0.015992451459169388,0.043316591531038284,0.025551844388246536,0.015992451459169388,0.016206936910748482
2018-05-25,0.015992451459169388,0.043471988290548325,0.015992451459169388,0.035169847309589386,0.043471988290548325,0.015992451459169388,0.01918138936161995,0.032264724373817444,0.015992451459169388,0.026506735011935234,0.015992451459169388,0.01602308079600334,0.015992451459169388,0.043471988290548325,0.015992451459169388,0.015992451459169388,0.015992451459169388,0.015992451459169388,0.017280785366892815,0.03396262601017952,0.043471988290548325,0.024485377594828606,0.01730882003903389,0.017846450209617615,0.015992451459169388,0.026844827458262444,0.043471988290548325,0.01874346286058426,0.043471988290548325,0.015992451459169388,0.04110414907336235,0.015992451459169388,0.025518545880913734,0.018493082374334335,0.043471988290548325,0.015992451459169388,0.043316591531038284,0.025551844388246536,0.015992451459169388,0.016206936910748482
2018-05-29,0.015992451459169388,0.043471988290548325,0.015992451459169388,0.035169847309589386,0.043471988290548325,0.015992451459169388,0.01918138936161995,0.032264724373817444,0.015992451459169388,0.026506735011935234,0.015992451459169388,0.01602308079600334,0.015992451459169388,0.043471988290548325,0.015992451459169388,0.015992451459169388,0.015992451459169388,0.015992451459169388,0.017280785366892815,0.03396262601017952,0.043471988290548325,0.024485377594828606,0.01730882003903389,0.017846450209617615,0.015992451459169388,0.026844827458262444,0.043471988290548325,0.01874346286058426,0.043471988290548325,0.015992451459169388,0.04110414907336235,0.015992451459169388,0.025518545880913734,0.018493082374334335,0.043471988290548325,0.015992451459169388,0.043316591531038284,0.025551844388246536,0.015992451459169388,0.016206936910748482
2018-05-30,0.015992451459169388,0.043471988290548325,0.015992451459169388,0.035169847309589386,0.043471988290548325,0.015992451459169388,0.01918138936161995,0.032264724373817444,0.015992451459169388,0.026506735011935234,0.015992451459169388,0.01602308079600334,0.015992451459169388,0.043471988290548325,0.015992451459169388,0.015992451459169388,0.015992451459169388,0.015992451459169388,0.017280785366892815,0.03396262601017952,0.043471988290548325,0.024485377594828606,0.01730882003903389,0.017846450209617615,0.015992451459169388,0.026844827458262444,0.043471988290548325,0.01874346286058426,0.043471988290548325,0.015992451459169388,0.04110414907336235,0.015992451459169388,0.025518545880913734,0.018493082374334335,0.043471988290548325,0.015992451459169388,0.043316591531038284,0.025551844388246536,0.015992451459169388,0.016206936910748482
2018-06-01,0.015992451459169388,0.043471988290548325,0.015992451459169388,0.035169847309589386,0.043471988290548325,0.015992451459169388,0.01918138936161995,0.032264724373817444,0.015992451459169388,0.026506735011935234,0.015992451459169388,0.01602308079600334,0.015992451459169388,0.043471988290548325,0.015992451459169388,0.015992451459169388,0.015992451459169388,0.015992451459169388,0.017280785366892815,0.03396262601017952,0.043471988290548325,0.024485377594828606,0.01730882003903389,0.017846450209617615,0.015992451459169388,0.026844827458262444,0.043471988290548325,0.01874346286058426,0.043471988290548325,0.015992451459169388,0.04110414907336235,0.015992451459169388,0.025518545880913734,0.018493082374334335,0.043471988290548325,0.015992451459169388,0.043316591531038284,0.025551844388246536,0.015992451459169388,0.016206936910748482
2018-06-04,0.015992451459169388,0.043471988290548325,0.015992451459169388,0.035169847309589386,0.043471988290548325,0.015992451459169388,0.01918138936161995,0.032264724373817444,0.015992451459169388,0.026506735011935234,0.015992451459169388,0.01602308079600334,0.015992451459169388,0.043471988290548325,0.015992451459169388,0.015992451459169388,0.015992451459169388,0.015992451459169388,0.017280785366892815,0.03396262601017952,0.043471988290548325,0.024485377594828606,0.01730882003903389,0.017846450209617615,0.015992451459169388,0.026844827458262444,0.043471988290548325,0.01874346286058426,0.043471988290548325,0.015992451459169388,0.04110414907336235,0.015992451459169388,0.025518545880913734,0.018493082374334335,0.043471988290548325,0.015992451459169388,0.043316591531038284,0.025551844388246536,0.015992451459169388,0.016206936910748482
2018-06-05,0.015992451459169388,0.043471988290548325,0.015992451459169388,0.035169847309589386,0.043471988290548325,0.015992451459169388,0.01918138936161995,0.032264724373817444,0.015992451459169388,0.026506735011935234,0.015992451459169388,0.01602308079600334,0.015992451459169388,0.043471988290548325,0.015992451459169388,0.015992451459169388,0.015992451459169388,0.015992451459169388,0.017280785366892815,0.03396262601017952,0.043471988290548325,0.024485377594828606,0.01730882003903389,0.017846450209617615,0.015992451459169388,0.026844827458262444,0.043471988290548325,0.01874346286058426,0.043471988290548325,0.015992451459169388,0.04110414907336235,0.015992451459169388,0.025518545880913734,0.018493082374334335,0.043471988290548325,0.015992451459169388,0.043316591531038284,0.025551844388246536,0.015992451459169388,0.016206936910748482
2018-06-06,0.015992451459169388,0.043471988290548325,0.015992451459169388,0.035169847309589386,0.043471988290548325,0.015992451459169388,0.01918138936161995,0.032264724373817444,0.015992451459169388,0.026506735011935234,0.015992451459169388,0.01602308079600334,0.015992451459169388,0.043471988290548325,0.015992451459169388,0.015992451459169388,0.015992451459169388,0.015992451459169388,0.017280785366892815,0.03396262601017952,0.043471988290548325,0.024485377594828606,0.01730882003903389,0.017846450209617615,0.015992451459169388,0.026844827458262444,0.043471988290548325,0.01874346286058426,0.043471988290548325,0.015992451459169388,0.04110414907336235,0.015992451459169388,0.025518545880913734,0.018493082374334335,0.043471988290548325,0.015992451459169388,0.043316591531038284,0.025551844388246536,0.015992451459169388,0.016206936910748482
2018-06-07,0.015992451459169388,0.043471988290548325,0.015992451459169388,0.035169847309589386,0.043471988290548325,0.015992451459169388,0.01918138936161995,0.032264724373817444,0.015992451459169388,0.026506735011935234,0.015992451459169388,0.01602308079600334,0.015992451459169388,0.043471988290548325,0.015992451459169388,0.015992451459169388,0.015992451459169388,0.015992451459169388,0.017280785366892815,0.03396262601017952,0.043471988290548325,0.024485377594828606,0.01730882003903389,0.017846450209617615,0.015992451459169388,0.026844827458262444,0.043471988290548325,0.01874346286058426,0.043471988290548325,0.015992451459169388,0.04110414907336235,0.015992451459169388,0.025518545880913734,0.018493082374334335,0.043471988290548325,0.015992451459169388,0.043316591531038284,0.025551844388246536,0.015992451459169388,0.016206936910748482
2018-06-08,0.015992451459169388,0.043471988290548325,0.015992451459169388,0.035169847309589386,0.043471988290548325,0.015992451459169388,0.01918138936161995,0.032264724373817444,0.015992451459169388,0.026506735011935234,0.015992451459169388,0.01602308079600334,0.015992451459169388,0.043471988290548325,0.015992451459169388,0.015992451459169388,0.015992451459169388,0.015992451459169388,0.017280785366892815,0.03396262601017952,0.043471988290548325,0.024485377594828606,0.01730882003903389,0.017846450209617615,0.015992451459169388,0.026844827458262444,0.043471988290548325,0.01874346286058426,0.043471988290548325,0.015992451459169388,0.04110414907336235,0.015992451459169388,0.025518545880913734,0.018493082374334335,0.043471988290548325,0.015992451459169388,0.043316591531038284,0.025551844388246536,0.015992451459169388,0.016206936910748482
2018-06-11,0.015992451459169388,0.043471988290548325,0.015992451459169388,0.035169847309589386,0.043471988290548325,0.015992451459169388,0.01918138936161995,0.032264724373817444,0.015992451459169388,0.026506735011935234,0.015992451459169388,0.01602308079600334,0.015992451459169388,0.043471988290548325,0.015992451459169388,0.015992451459169388,0.015992451459169388,0.015992451459169388,0.017280785366892815,0.03396262601017952,0.043471988290548325,0.024485377594828606,0.01730882003903389,0.017846450209617615,0.015992451459169388,0.026844827458262444,0.043471988290548325,0.01874346286058426,0.043471988290548325,0.015992451459169388,0.04110414907336235,0.015992451459169388,0.025518545880913734,0.018493082374334335,0.043471988290548325,0.015992451459169388,0.043316591531038284,0.025551844388246536,0.015992451459169388,0.016206936910748482
2018-06-12,0.015992451459169388,0.043471988290548325,0.015992451459169388,0.035169847309589386,0.043471988290548325,0.015992451459169388,0.01918138936161995,0.032264724373817444,0.015992451459169388,0.026506735011935234,0.015992451459169388,0.01602308079600334,0.015992451459169388,0.043471988290548325,0.015992451459169388,0.015992451459169388,0.015992451459169388,0.015992451459169388,0.017280785366892815,0.03396262601017952,0.043471988290548325,0.024485377594828606,0.01730882003903389,0.017846450209617615,0.015992451459169388,0.026844827458262444,0.043471988290548325,0.01874346286058426,0.043471988290548325,0.015992451459169388,0.04110414907336235,0.015992451459169388,0.025518545880913734,0.018493082374334335,0.043471988290548325,0.015992451459169388,0.043316591531038284,0.025551844388246536,0.015992451459169388,0.016206936910748482
2018-06-13,0.015992451459169388,0.043471988290548325,0.015992451459169388,0.035169847309589386,0.043471988290548325,0.015992451459169388,0.01918138936161995,0.032264724373817444,0.015992451459169388,0.026506735011935234,0.015992451459169388,0.01602308079600334,0.015992451459169388,0.043471988290548325,0.015992451459169388,0.015992451459169388,0.015992451459169388,0.015992451459169388,0.017280785366892815,0.03396262601017952,0.043471988290548325,0.024485377594828606,0.01730882003903389,0.017846450209617615,0.015992451459169388,0.026844827458262444,0.043471988290548325,0.01874346286058426,0.043471988290548325,0.015992451459169388,0.04110414907336235,0.015992451459169388,0.025518545880913734,0.018493082374334335,0.043471988290548325,0.015992451459169388,0.043316591531038284,0.025551844388246536,0.015992451459169388,0.016206936910748482
2018-06-14,0.015992451459169388,0.043471988290548325,0.015992451459169388,0.035169847309589386,0.043471988290548325,0.015992451459169388,0.01918138936161995,0.032264724373817444,0.015992451459169388,0.026506735011935234,0.015992451459169388,0.01602308079600334,0.015992451459169388,0.043471988290548325,0.015992451459169388,0.015992451459169388,0.015992451459169388,0.015992451459169388,0.017280785366892815,0.03396262601017952,0.043471988290548325,0.024485377594828606,0.01730882003903389,0.017846450209617615,0.015992451459169388,0.026844827458262444,0.043471988290548325,0.01874346286058426,0.043471988290548325,0.015992451459169388,0.04110414907336235,0.015992451459169388,0.025518545880913734,0.018493082374334335,0.043471988290548325,0.015992451459169388,0.043316591531038284,0.025551844388246536,0.015992451459169388,0.016206936910748482
2018-06-15,0.015992451459169388,0.043471988290548325,0.015992451459169388,0.035169847309589386,0.043471988290548325,0.015992451459169388,0.01918138936161995,0.032264724373817444,0.015992451459169388,0.026506735011935234,0.015992451459169388,0.01602308079600334,0.015992451459169388,0.043471988290548325,0.015992451459169388,0.015992451459169388,0.015992451459169388,0.015992451459169388,0.017280785366892815,0.03396262601017952,0.043471988290548325,0.024485377594828606,0.01730882003903389,0.017846450209617615,0.015992451459169388,0.026844827458262444,0.043471988290548325,0.01874346286058426,0.043471988290548325,0.015992451459169388,0.04110414907336235,0.015992451459169388,0.025518545880913734,0.018493082374334335,0.043471988290548325,0.015992451459169388,0.043316591531038284,0.025551844388246536,0.015992451459169388,0.016206936910748482
2018-06-19,0.015992451459169388,0.043471988290548325,0.015992451459169388,0.035169847309589386,0.043471988290548325,0.015992451459169388,0.01918138936161995,0.032264724373817444,0.015992451459169388,0.026506735011935234,0.015992451459169388,0.01602308079600334,0.015992451459169388,0.043471988290548325,0.015992451459169388,0.015992451459169388,0.015992451459169388,0.015992451459169388,0.017280785366892815,0.03396262601017952,0.043471988290548325,0.024485377594828606,0.01730882003903389,0.017846450209617615,0.015992451459169388,0.026844827458262444,0.043471988290548325,0.01874346286058426,0.043471988290548325,0.015992451459169388,0.04110414907336235,0.015992451459169388,0.025518545880913734,0.018493082374334335,0.043471988290548325,0.015992451459169388,0.043316591531038284,0.025551844388246536,0.015992451459169388,0.016206936910748482
2018-06-20,0.015992451459169388,0.043471988290548325,0.015992451459169388,0.035169847309589386,0.043471988290548325,0.015992451459169388,0.01918138936161995,0.032264724373817444,0.015992451459169388,0.026506735011935234,0.015992451459169388,0.01602308079600334,0.015992451459169388,0.043471988290548325,0.015992451459169388,0.015992451459169388,0.015992451459169388,0.015992451459169388,0.017280785366892815,0.03396262601017952,0.043471988290548325,0.024485377594828606,0.01730882003903389,0.017846450209617615,0.015992451459169388,0.026844827458262444,0.043471988290548325,0.01874346286058426,0.043471988290548325,0.015992451459169388,0.04110414907336235,0.015992451459169388,0.025518545880913734,0.018493082374334335,0.043471988290548325,0.015992451459169388,0.043316591531038284,0.025551844388246536,0.015992451459169388,0.016206936910748482
2018-06-21,0.015992451459169388,0.043471988290548325,0.015992451459169388,0.035169847309589386,0.043471988290548325,0.015992451459169388,0.01918138936161995,0.032264724373817444,0.015992451459169388,0.026506735011935234,0.015992451459169388,0.01602308079600334,0.015992451459169388,0.043471988290548325,0.015992451459169388,0.015992451459169388,0.015992451459169388,0.015992451459169388,0.017280785366892815,0.03396262601017952,0.043471988290548325,0.024485377594828606,0.01730882003903389,0.017846450209617615,0.015992451459169388,0.026844827458262444,0.043471988290548325,0.01874346286058426,0.043471988290548325,0.015992451459169388,0.04110414907336235,0.015992451459169388,0.025518545880913734,0.018493082374334335,0.043471988290548325,0.015992451459169388,0.043316591531038284,0.025551844388246536,0.015992451459169388,0.016206936910748482
2018-06-22,0.015992451459169388,0.043471988290548325,0.015992451459169388,0.035169847309589386,0.043471988290548325,0.015992451459169388,0.01918138936161995,0.032264724373817444,0.015992451459169388,0.026506735011935234,0.015992451459169388,0.01602308079600334,0.015992451459169388,0.043471988290548325,0.015992451459169388,0.015992451459169388,0.015992451459169388,0.015992451459169388,0.017280785366892815,0.03396262601017952,0.043471988290548325,0.024485377594828606,0.01730882003903389,0.017846450209617615,0.015992451459169388,0.026844827458262444,0.043471988290548325,0.01874346286058426,0.043471988290548325,0.015992451459169388,0.04110414907336235,0.015992451459169388,0.025518545880913734,0.018493082374334335,0.043471988290548325,0.015992451459169388,0.043316591531038284,0.025551844388246536,0.015992451459169388,0.016206936910748482
2018-06-25,0.015992451459169388,0.043471988290548325,0.015992451459169388,0.035169847309589386,0.043471988290548325,0.015992451459169388,0.01918138936161995,0.032264724373817444,0.015992451459169388,0.026506735011935234,0.015992451459169388,0.01602308079600334,0.015992451459169388,0.043471988290548325,0.015992451459169388,0.015992451459169388,0.015992451459169388,0.015992451459169388,0.017280785366892815,0.03396262601017952,0.043471988290548325,0.024485377594828606,0.01730882003903389,0.017846450209617615,0.015992451459169388,0.026844827458262444,0.043471988290548325,0.01874346286058426,0.043471988290548325,0.015992451459169388,0.04110414907336235,0.015992451459169388,0.025518545880913734,0.018493082374334335,0.043471988290548325,0.015992451459169388,0.043316591531038284,0.025551844388246536,0.015992451459169388,0.016206936910748482
2018-06-26,0.015992451459169388,0.043471988290548325,0.015992451459169388,0.035169847309589386,0.043471988290548325,0.015992451459169388,0.01918138936161995,0.032264724373817444,0.015992451459169388,0.026506735011935234,0.015992451459169388,0.01602308079600334,0.015992451459169388,0.043471988290548325,0.015992451459169388,0.015992451459169388,0.015992451459169388,0.015992451459169388,0.017280785366892815,0.03396262601017952,0.043471988290548325,0.024485377594828606,0.01730882003903389,0.017846450209617615,0.015992451459169388,0.026844827458262444,0.043471988290548325,0.01874346286058426,0.043471988290548325,0.015992451459169388,0.04110414907336235,0.015992451459169388,0.025518545880913734,0.018493082374334335,0.043471988290548325,0.015992451459169388,0.043316591531038284,0.025551844388246536,0.015992451459169388,0.016206936910748482
2018-06-27,0.015992451459169388,0.043471988290548325,0.015992451459169388,0.035169847309589386,0.043471988290548325,0.015992451459169388,0.01918138936161995,0.032264724373817444,0.015992451459169388,0.026506735011935234,0.015992451459169388,0.01602308079600334,0.015992451459169388,0.043471988290548325,0.015992451459169388,0.015992451459169388,0.015992451459169388,0.015992451459169388,0.017280785366892815,0.03396262601017952,0.043471988290548325,0.024485377594828606,0.01730882003903389,0.017846450209617615,0.015992451459169388,0.026844827458262444,0.043471988290548325,0.01874346286058426,0.043471988290548325,0.015992451459169388,0.04110414907336235,0.015992451459169388,0.025518545880913734,0.018493082374334335,0.043471988290548325,0.015992451459169388,0.043316591531038284,0.025551844388246536,0.015992451459169388,0.016206936910748482
2018-06-28,0.015992451459169388,0.043471988290548325,0.015992451459169388,0.035169847309589386,0.043471988290548325,0.015992451459169388,0.01918138936161995,0.032264724373817444,0.015992451459169388,0.026506735011935234,0.015992451459169388,0.01602308079600334,0.015992451459169388,0.043471988290548325,0.015992451459169388,0.015992451459169388,0.015992451459169388,0.015992451459169388,0.017280785366892815,0.03396262601017952,0.043471988290548325,0.024485377594828606,0.01730882003903389,0.017846450209617615,0.015992451459169388,0.026844827458262444,0.043471988290548325,0.01874346286058426,0.043471988290548325,0.015992451459169388,0.04110414907336235,0.015992451459169388,0.025518545880913734,0.018493082374334335,0.043471988290548325,0.015992451459169388,0.043316591531038284,0.025551844388246536,0.015992451459169388,0.016206936910748482
2018-06-29,0.015992451459169388,0.043471988290548325,0.015992451459169388,0.035169847309589386,0.043471988290548325,0.015992451459169388,0.01918138936161995,0.032264724373817444,0.015992451459169388,0.026506735011935234,0.015992451459169388,0.01602308079600334,0.015992451459169388,0.043471988290548325,0.015992451459169388,0.015992451459169388,0.015992451459169388,0.015992451459169388,0.017280785366892815,0.03396262601017952,0.043471988290548325,0.024485377594828606,0.01730882003903389,0.017846450209617615,0.015992451459169388,0.026844827458262444,0.043471988290548325,0.01874346286058426,0.043471988290548325,0.015992451459169388,0.04110414907336235,0.015992451459169388,0.025518545880913734,0.018493082374334335,0.043471988290548325,0.015992451459169388,0.043316591531038284,0.025551844388246536,0.015992451459169388,0.016206936910748482
2018-07-02,0.015992451459169388,0.043471988290548325,0.015992451459169388,0.035169847309589386,0.043471988290548325,0.015992451459169388,0.01918138936161995,0.032264724373817444,0.015992451459169388,0.026506735011935234,0.015992451459169388,0.01602308079600334,0.015992451459169388,0.043471988290548325,0.015992451459169388,0.015992451459169388,0.015992451459169388,0.015992451459169388,0.017280785366892815,0.03396262601017952,0.043471988290548325,0.024485377594828606,0.01730882003903389,0.017846450209617615,0.015992451459169388,0.026844827458262444,0.043471988290548325,0.01874346286058426,0.043471988290548325,0.015992451459169388,0.04110414907336235,0.015992451459169388,0.025518545880913734,0.018493082374334335,0.043471988290548325,0.015992451459169388,0.043316591531038284,0.025551844388246536,0.015992451459169388,0.016206936910748482
2018-07-03,0.015992451459169388,0.043471988290548325,0.015992451459169388,0.035169847309589386,0.043471988290548325,0.015992451459169388,0.01918138936161995,0.032264724373817444,0.015992451459169388,0.026506735011935234,0.015992451459169388,0.01602308079600334,0.015992451459169388,0.043471988290548325,0.015992451459169388,0.015992451459169388,0.015992451459169388,0.015992451459169388,0.017280785366892815,0.03396262601017952,0.043471988290548325,0.024485377594828606,0.01730882003903389,0.017846450209617615,0.015992451459169388,0.026844827458262444,0.043471988290548325,0.01874346286058426,0.043471988290548325,0.015992451459169388,0.04110414907336235,0.015992451459169388,0.025518545880913734,0.018493082374334335,0.043471988290548325,0.015992451459169388,0.043316591531038284,0.025551844388246536,0.015992451459169388,0.016206936910748482
2018-07-05,0.015992451459169388,0.043471988290548325,0.015992451459169388,0.035169847309589386,0.043471988290548325,0.015992451459169388,0.01918138936161995,0.032264724373817444,0.015992451459169388,0.026506735011935234,0.015992451459169388,0.01602308079600334,0.015992451459169388,0.043471988290548325,0.015992451459169388,0.015992451459169388,0.015992451459169388,0.015992451459169388,0.017280785366892815,0.03396262601017952,0.043471988290548325,0.024485377594828606,0.01730882003903389,0.017846450209617615,0.015992451459169388,0.026844827458262444,0.043471988290548325,0.01874346286058426,0.043471988290548325,0.015992451459169388,0.04110414907336235,0.015992451459169388,0.025518545880913734,0.018493082374334335,0.043471988290548325,0.015992451459169388,0.043316591531038284,0.025551844388246536,0.015992451459169388,0.016206936910748482
